,score,time,user,product
6672840,5.0,2018-01-10,A348SD9NRRMF6N,B00NC1G0KI
3543512,5.0,2017-07-03,A1DDMDXUT7M0S5,B0052B1MHM
6829199,5.0,2015-02-01,A1GMI2SRDZ5DWZ,B00OHJDDPY
827861,5.0,2016-09-17,A2BLSA2XVAU3N1,B000NGT2VY
4087597,5.0,2014-08-04,AUHZLHUVCRN00,B006ZC5KLG
580862,5.0,2014-04-02,A2U27A197AH87W,B000GK9XXY
1255065,5.0,2016-08-17,A2CJMUAM6VU3Q2,B0013R67A6
3543572,5.0,2014-11-27,A349IUWV4J45TQ,B0052B1MHM
3900688,5.0,2015-09-06,A1XWTQVLCHDZU2,B0062BXBVG
7393029,5.0,2017-02-11,A1JFI3O7RLMXT9,B00UTL4E0M
1029175,4.0,2017-03-06,A2UJ0TZAPES862,B000UOD5QM
3357727,4.0,2014-09-04,A1CXJMK1663KOV,B004OYWTKW
5373489,4.0,2014-09-11,A2TL29SF1W1KU4,B00EDIGDQK
2989766,5.0,2014-04-06,A688GZS4Q1KRZ,B003QYGUME
4913556,5.0,2017-03-03,A2S7CSBDWOLPRQ,B00BFIBOJW
5806611,5.0,2016-09-20,A2H5AA420G6SHB,B00H9MAW14
3117921,5.0,2016-07-25,A1NMQ56VN0SMP9,B0043U0Z4Y
259171,2.0,2016-05-17,A2QNJARWTF9H89,B0009PURKO
5655122,5.0,2014-03-07,A3OCIWPCPXNN0I,B00G8UGOY2
1022253,5.0,2016-05-23,A3C0O4FEXKTURI,B000U9BY0Q
4323709,4.0,2014-05-17,A31RZMVAFMLB8B,B00823FSRC
1229453,3.0,2017-02-01,A28QI1A2FOSKUG,B00136X6VU
3712456,5.0,2015-03-17,A311ZA04RCGULH,B005GVGIUO
159253,5.0,2016-02-12,ABWQHEFT0HUGQ,B0006V2B4G
6324242,5.0,2017-11-27,A2GUZ54T0528HP,B00KSLUOI4
8052110,3.0,2016-05-01,A1BQHP7YDLHWJY,B013QWGLG0
3449576,4.0,2014-09-07,AEUWE8CI66ERC,B004W41RWK
3690422,5.0,2014-08-20,A2G5S2YJWR3EQ3,B005FGSMKY
7309116,5.0,2015-04-03,AUVGDGBD1GU1Q,B00TVIWUOG
6206317,1.0,2017-01-09,A3616XQ602MA1K,B00K5DUC3M
4836753,5.0,2016-03-30,A1R0KQW6P1MS8D,B00B2YUY7C
5235518,5.0,2016-05-29,A1DCWF0YJBA7UH,B00DGAUDNA
8394906,5.0,2015-12-10,A22CW0ZHY3NJH8,B0177E9U0C
440827,5.0,2015-03-09,AF5AJ5V9T6LTS,B000EHUYP0
4316685,5.0,2016-04-25,A37EKZFULFASC5,B00811WQJS
1343069,5.0,2012-10-29,A303TX5XI1FFCV,B00162OKDY
120774,5.0,2015-09-21,A1ROVZ6QB4YY9M,B0002M8VZM
11095964,5.0,2016-11-28,A13LLJUI8UAXDL,B00DT4SLY6
9007424,5.0,2017-10-14,A3TMH3ESKQN3L4,B01DGJUVU0
6244865,5.0,2015-06-01,ANQH9LBGKAM3M,B00KCL4MKQ
6844463,5.0,2017-01-09,A1CN3YQLNG8HAM,B00OMXN0Z8
3343347,5.0,2014-08-30,A3F11UIOVAN5Z3,B004N5KK7G
4743009,5.0,2017-08-02,A1K9QPW7OHC95L,B00APL6KM6
5507875,4.0,2015-06-18,A3377JHPKH14Z6,B00FA2RLX2
5718218,5.0,2017-11-01,ALV34HBUTUUDO,B00GMNI7SQ
5872279,1.0,2014-09-14,A2ZLUR1AD0H3WL,B00HQ1NOPE
1252706,3.0,2012-04-14,A20KJ6OVTEQREG,B0013R6JJ0
2628468,3.0,2017-07-11,A3HTSNJSEQYB7Y,B002IEIIPK
3336017,5.0,2014-12-29,A1X1CEGHTHMBL1,B004MF0YSM
986320,5.0,2014-04-01,A10K1DLCAOA9F2,B000SE9NMY
3388174,5.0,2014-10-11,A10INEE5A15NIR,B004SKBL1A
2103541,5.0,2017-09-07,A1GIVB6QPYB8JO,B001H0FYWG
203531,3.0,2017-12-10,A1LDF1BT0GFCRM,B0007TAJ0K
6426207,3.0,2015-05-05,A1TR1R2QKWRSRA,B00LEXWW7Q
585742,1.0,2017-08-05,A2KGT225DROHSR,B000GU6PZ8
2370794,3.0,2016-07-02,AA8428JODCA1,B001TIBQ1Y
152479,5.0,2017-03-31,AT96DKJOFQ27D,B0006FKJPA
1346663,5.0,2014-08-09,A3OYKRQKMPSHLH,B00162TEGC
147777,5.0,2014-12-21,A18DJP0AUKAF52,B00066U2YM
592941,5.0,2015-08-14,A2ZI9EWWZTNUA2,B000GX3ILO
4866226,4.0,2016-01-09,A2U3MILAPPS7XP,B00B6I2THC
123142,5.0,2016-12-16,A35C9PXVR043M9,B0002N2D6O
3850139,5.0,2015-11-30,A10IQVVDPGIRF5,B005UGIMNQ
8657617,4.0,2016-05-23,A1MFVAHTT2BHM0,B019WDE7TU
5292298,5.0,2016-10-27,A3Q8GBGQ4A7N22,B00DT5BVOW
6394722,5.0,2016-02-29,A3AA59OINEGD6J,B00L5CAR8W
5366706,5.0,2015-08-08,A2IA71EYO2ZWII,B00EB5OU0Q
8663193,5.0,2016-11-18,A18NNCWU9ZGUFH,B019Y53MU6
7481925,2.0,2017-10-23,A2HZ9J8WHFZ52N,B00VTTV3IO
2969939,4.0,2015-10-08,AZPG628EJZ33T,B003NBCA9C
76625,5.0,2013-05-16,A1S011SMHQ4Y1G,B00012M5MS
287875,5.0,2015-09-14,A7WL4IWA5AEK3,B0009VC9Z4
3133588,5.0,2014-08-24,A2BSD6JZX8OBMR,B00457ZU8G
8520373,5.0,2016-11-25,AFNOMKF8QNV1K,B018BRWMZ4
6827867,5.0,2015-11-11,A3NOYKCVEHEL45,B00OHA2VT2
2123853,5.0,2017-01-13,A3FJDW8U1LIGR7,B001HYEKQ8
4368053,5.0,2015-10-18,A1GZ9O0RZMKT0X,B0088J8BQU
6829152,5.0,2015-03-19,A38Z30XR7YACLB,B00OHJDDPY
8722484,1.0,2017-05-27,A3BWEG5J0K5QD8,B01AGJKDW4
3848547,1.0,2015-06-03,A15VHI9I7PQ4TS,B005UGIR36
5786692,5.0,2014-11-06,A15LJUF2LEKMSS,B00H34SX5U
11591303,5.0,2017-04-17,A1S6B5QFWGVL5U,B00KFJP5FQ
10524228,4.0,2017-07-06,A2MR7JGGFD394J,B006QFBOG2
1832273,5.0,2015-09-03,A30X3UYW2PGPT0,B0019MPNNC
1180297,5.0,2016-07-16,A3SF1O489C5ESH,B0011861UI
2276129,3.0,2014-02-10,AUSTDHPEPH5J4,B001P69PWM
6092259,4.0,2015-06-22,A9R4CMZGUXGJ1,B00JA5TEVW
5608235,5.0,2015-11-24,A3I8WBPG9UE67O,B00FVT5HSU
2528425,4.0,2013-07-01,APFOOWLLLA4KX,B0029S2U4K
5259474,5.0,2016-11-03,AZ14SE9XMSIYP,B00DLLZHP8
2597219,5.0,2016-12-12,AXVZZGJEFWJLW,B002E6V3KY
8809579,5.0,2016-07-13,AXFKFH5WVLYIP,B01BAJJ2ZI
3545611,4.0,2016-05-10,A34INDGW6UWHTA,B0052G6I2G
10158452,4.0,2015-12-19,A3FC7KT1F6VJDV,B004D5U9RW
2068923,5.0,2016-10-07,A1LOQEQGL06WSV,B001G0Y6J4
6759262,5.0,2015-02-14,A1ZCSSCAGBCD49,B00NVPDST6
460515,4.0,2013-04-06,AMFP099AK5MZ8,B000EQ81QK
11926294,5.0,2018-01-30,A1F0A8B49RWF1T,B00Q9WL9HQ
5406562,5.0,2015-11-11,A1QHJJSS7YNUYW,B00EO1TPSE
7325759,5.0,2017-01-04,A23MX97YLJ1Q3G,B00U1IBFKA
8692689,5.0,2016-08-15,A1N3D3REC5NA9C,B01A6WAZWO
7116439,5.0,2016-05-09,AYDV6GFQN1DBI,B00RPABDZO
1928807,5.0,2015-05-07,A3S2BG9ESOCTI8,B001C3S73G
1316747,5.0,2013-05-27,ATWTPHRRPCGHO,B0015N6I70
4505294,4.0,2018-02-12,A1P2WFVFYIGLHG,B0094KIVQW
1097203,5.0,2014-10-12,A2BHYVNOZZM9AA,B000WY8LNC
1346974,5.0,2016-10-30,A36C0E9NYYE50K,B00162UHKO
4160667,5.0,2016-08-19,A2MZ8IKTPCMKPT,B0077RHYWQ
2284185,5.0,2015-10-06,A8S242PAFNIN6,B001PLG7UK
9254239,5.0,2017-08-24,A1LGX5TU9RLI7D,B01FYRD8UM
8125883,5.0,2016-07-29,A21KJRAQ1QXGKJ,B014J5G5GE
3557086,5.0,2013-05-23,A2S26YGSVXBCFL,B0053GV2T4
4587051,5.0,2015-07-02,A1MHK19QSCV8SY,B009PA1S52
9966103,5.0,2018-02-16,A1CCMW354ELJ3U,B002LF8TX2
354795,5.0,2011-05-23,A3AI9W4LQC0DTI,B000BMUC5U
6530182,1.0,2017-08-14,A2XFNP1B6LYXRJ,B00M5MWLQW
7953790,5.0,2016-06-21,AFM3THBJ7SBK6,B011SXWRB2
773772,4.0,2012-09-08,A2P7YZ8DWDWWPQ,B000LZSC5Y
5263513,4.0,2013-09-19,A3PYM0R9EWXFFG,B00DMSB0EC
5707857,5.0,2015-02-24,A3H73LVFFMFGEQ,B00GLFVZVG
3340481,5.0,2015-10-04,A1V0KKFUZNAHVL,B004MY7LLG
3130800,4.0,2016-10-13,A31ZIFW3T6PMPS,B00453UPQ2
35652,5.0,2017-01-19,A281UCIG8BGSA7,B00007E1M2
4735693,5.0,2015-10-01,A3SNALTPGRUSYP,B00ANT5J2M
7094131,5.0,2015-11-08,A20X15ZA7T98CY,B00RDAS4GC
1969436,5.0,2015-06-03,A1QHJZXKXO3CHF,B001D0TICM
5795422,5.0,2016-07-28,AVX9Z96Q17OCQ,B00H58RMGK
4522441,4.0,2016-08-12,A33YZNZIRA3H97,B00979YWFY
232347,5.0,2016-07-25,AWPODHOB4GFWL,B0009BXZU2
9247458,5.0,2016-07-13,A31H9F64M5O6G9,B01FWMIBX8
8719625,5.0,2017-03-10,A2OBSOQGE7CPMB,B01AEUB3DI
10030783,4.0,2017-09-29,A14GHC1CURH2V7,B003CUNLBK
1070104,4.0,2013-04-22,A2XWCM1I9OPIBV,B000VT2EX6
9794291,3.0,2014-09-30,A2ROTZ0WTW58P9,B001GXASES
401486,5.0,2016-08-03,ARRLZTI736TFT,B000C3BBLM
2179413,5.0,2014-11-20,A2UHNT2OQVI18H,B001LZPNWS
6863043,5.0,2017-01-06,AHTT5P6EYQC73,B00OTT7D1C
8443133,5.0,2017-08-11,A148C19ZVZUEOU,B017KU1DIK
11365148,4.0,2018-01-02,A1TGEKBG6CAFEG,B00HBFVSDK
341597,5.0,2015-09-16,A34MAO138NIMQ4,B00075ZYNQ
3734633,5.0,2015-02-18,A1ZYVVHCQ6DVKL,B005I0IUPY
5940125,5.0,2017-06-17,A1HNDMNOYW6QED,B00I5RGGS0
2050673,4.0,2012-08-09,A2I27S48Y59RH0,B001F1YI24
6308169,4.0,2015-08-19,A1J9LW078SZFQQ,B00KPZ3M50
745058,5.0,2017-01-05,AZ9EXMA8Q8126,B000LC2NCK
4708609,5.0,2017-06-01,A1OTKGWRUZ3DDC,B00AHXRH3S
8871254,5.0,2017-11-28,A6Y1T52W7H5C7,B01C34XL6U
2675466,4.0,2016-07-14,A1JUNHBK36OXED,B002NZENWQ
4214531,5.0,2016-01-28,A16WGX2A1NM60E,B007H0R3QK
12489016,5.0,2018-04-15,A383IRCLPS21WH,B016MHNCVI
3907881,5.0,2017-02-14,A33BS7GBS6M4AG,B00639WIH0
8827154,5.0,2016-05-25,ABNMD6670TV53,B01BHCGU2G
10251881,5.0,2017-01-24,ARCIKL3TBN1MW,B004XAHMCC
426606,5.0,2014-06-25,ADX6KUX4WWSJD,B000E59A8E
729315,4.0,2016-03-01,AOE9O8TGEVY1F,B000KKER0Y
6926589,5.0,2015-08-15,A3Q1QHUK0JDLIE,B00PE2QWDS
4594078,5.0,2015-12-28,A3PCXVT2GY6BJ7,B009R4EDW6
87859,5.0,2014-08-06,A3R0XV55PK7BS8,B0001P158K
3501150,5.0,2011-12-06,A3LMR19UEG9H7I,B004YWJWXQ
2220614,4.0,2014-01-18,A13BX9O5UDBILC,B001N3MKT2
3024512,5.0,2016-11-10,A1158DYYAK8ODO,B003U7SC6O
570752,5.0,2016-12-22,A16RPIN1BA4TYT,B000GCRWCG
3624401,5.0,2017-10-25,ALXUPNJBOTZUO,B0059WB3DC
6999976,5.0,2015-01-18,A1MC6BFHWY6WC3,B00Q6RV90G
3649615,5.0,2014-10-17,A14PGPSRML6XN9,B005CR0W0E
4806337,5.0,2014-08-26,A3N37IWYXIEFL0,B00AZHFVHK
5800728,5.0,2015-08-20,A1MP85HM7AKYRD,B00H82NBD6
8162880,5.0,2017-01-30,ALXX1I6UXYOWZ,B014W9SY4I
3340746,5.0,2014-04-18,A3HFW6CFF6FAF8,B004MYU2L2
764052,4.0,2018-02-24,A2JRW4MSCTVWQT,B000LN14QU
137783,5.0,2015-02-24,A2PLC0CT2C92ZT,B0002YRNWM
6651185,3.0,2017-12-20,A2VA9FHZGSYDC0,B00N4L1XBW
4525267,5.0,2015-02-21,A2SAH7O07TFAGH,B0097YGNFG
10501931,5.0,2017-10-25,A3IIPRNVI647CI,B006GHDF6M
1304285,5.0,2015-01-13,A5ZJNE2J0MASP,B00158S3Z0
8025367,5.0,2016-01-11,A1G7W3CA43VGE6,B013FIVU0C
1142373,5.0,2014-08-04,A3QFAJ0CE4F31T,B000YZ4CPU
1078220,5.0,2014-11-11,A1IJUCICSBF7LA,B000W4BQ7K
5093245,5.0,2015-04-10,A1N0E6ONT7N5KD,B00CI26YEY
11679030,5.0,2018-07-17,A3PVSDU5DIV4Y2,B00LMS0RF2
8483566,5.0,2017-12-28,A22UFS1VJL933M,B017XVZ062
1805755,5.0,2014-12-23,A2V142MS1OHRFZ,B0018ZFEFM
2615418,4.0,2015-08-26,A3587GSGT06F6A,B002GIEAG4
3892699,4.0,2016-08-17,A3DRCCQC8WVYO8,B0060JNORG
8474194,5.0,2017-02-04,A36PYJYY1H6QL0,B017VINV04
11322648,5.0,2017-03-24,A1RVR0V15SUIVC,B00GSLE4Q6
2573106,4.0,2012-12-10,A2GJVUM5R4BQAE,B002CLK26M
1957881,4.0,2015-02-22,A3GOUQIIW470Q,B001CR4AAG
12176741,5.0,2017-05-16,A1QZU1MFF6BEX5,B00WYC9OV8
7166950,3.0,2015-08-05,A275L12XC23G9I,B00SCL1TKO
311731,5.0,2013-12-23,A1ZSMQDKG7TEZ4,B000AA7JIQ
10172123,5.0,2018-01-22,A1T35FB6BMU2CD,B004GYEXQ8
4671417,5.0,2015-06-04,AGFXOZ20CUWI9,B00AAORNHO
9430919,2.0,2016-12-26,A2EXX81SQ8EA3U,B0002UCSEO
12699715,4.0,2016-11-09,A7VG4A8XJQ4M1,B01BDSP3DG
805094,5.0,2016-06-18,AJE3LAE0CFFWP,B000MTI0GA
823675,4.0,2016-05-14,A3KAW1ZBYTK7Q6,B000NCO7SG
1860132,5.0,2015-01-12,A9C98LRAB0PH2,B001ANVCG2
7057700,5.0,2016-09-12,AXNX3XFET7PL9,B00QVPPIU0
424915,5.0,2015-11-16,AZ7W1QPHJCZGJ,B000E3QUB6
963241,4.0,2014-12-18,AA4DGW8WAXESG,B000RF95RM
6524176,5.0,2016-01-28,A23XZ3LONAZ5HJ,B00M3TVKKU
2637628,5.0,2013-08-18,A2USNK40MN612G,B002KNLX10
882903,5.0,2014-07-13,A3J18C4T2JWI2F,B000OZAODY
6688779,5.0,2016-05-03,A3EPIX8BBBA5K2,B00NG5D3WS
2429947,5.0,2015-01-30,A1AE0A46QTLLR6,B001WJ67S2
797853,5.0,2016-12-19,AXGC73UUF7CNA,B000MOGSUK
6828606,5.0,2017-02-05,ABO9M19UUGYU9,B00OHJDDPY
1013965,5.0,2016-06-05,A34PHU91ZPOFL7,B000TTNCWK
4003511,5.0,2017-12-29,A2SMQ0M6848RCS,B006K408LG
2784364,5.0,2015-10-22,A14PLGJJ0LL6EO,B0032BYOG0
1388500,4.0,2017-01-23,A1HNG20N9B2HW0,B00177FIJ8
8490129,4.0,2017-04-01,A2C9XE9I8RSKNX,B0181F01CM
3885118,5.0,2016-05-09,A3VJB4390FM5B0,B00607FTC6
9111429,4.0,2016-04-28,A3TWPW6C78JPGV,B01EJITTAA
3058206,5.0,2016-12-07,A151WMXSCW7VNM,B003YD9F4W
8264604,5.0,2016-01-19,A3QXL3RJELJOK2,B015R16RVC
860150,4.0,2014-10-29,A1MHCH4QPDMZ30,B000O76CU6
5400620,4.0,2016-01-06,A3JI0QINO3MVXM,B00ELVDM0Y
9072565,5.0,2017-08-28,A35P0RC9IZXYT2,B01E4YVCOA
319589,5.0,2013-02-27,A1T3K80ET3FCQW,B000ASB66E
3296830,5.0,2015-09-19,A176SH7UY3AJCT,B004JKF23M
465773,1.0,2015-07-21,A2FMUHQLIFV272,B000ETNA5E
424801,5.0,2016-05-15,A2A1R7X57XWUXN,B000E3QUB6
2713353,4.0,2015-01-15,A2Q51L8MVGK5L6,B002SF2ZXU
7404551,5.0,2017-02-17,A2ET8O5KPFTAUJ,B00UYAU15A
294556,5.0,2017-12-31,ACALBZKU6DRS8,B000A0F5IW
9266296,5.0,2016-10-06,A39M7LJOV0TW93,B01G3P0S5C
8295129,4.0,2016-06-27,A3EWZQ5NTBFKJI,B0163YDAIU
8207381,5.0,2016-12-05,A8ZYGC43PRNQV,B015CQCS24
3170127,3.0,2015-08-09,A17NNFDZQ97JTP,B0048KFHI8
4891224,5.0,2017-10-20,AUTC8O531G0KG,B00BBPAOCW
5621451,5.0,2017-11-28,A13UCE46ZB90BI,B00G1RYB9W
2733030,5.0,2015-04-19,AE0BLL3TXH2BN,B002UZOQPS
706184,4.0,2013-03-04,A1BGEIDHA0L9B6,B000K41E56
8786664,5.0,2016-08-17,A2Y29IRSI08F0I,B01B2P98T0
7622471,5.0,2016-05-08,A29IRC6ZGBA4T3,B00XG7BTPE
504182,5.0,2015-08-20,A3JT642EVUHEU7,B000FBSZGU
9175235,4.0,2017-11-16,A2XTEKYHEHKN0P,B01F6C9GMY
6742933,5.0,2017-01-06,A2WBG1O443K6PT,B00NQAQGSQ
3787270,5.0,2016-04-08,A2C6MYYQSTV1S8,B005NBYZB6
717699,5.0,2016-07-31,AIMELJUGE1Z17,B000KFXDZY
3283080,4.0,2013-02-22,A27VBA8OTHFL6A,B004IM4Z66
4902231,4.0,2016-06-11,A1REPL4NU4CRJ8,B00BD5A4CU
871996,5.0,2014-08-15,A239N8X9LLWGQE,B000OO9RCE
1408119,5.0,2016-04-16,A3B57NP46IRV13,B0017KWXM0
5226175,4.0,2015-11-12,A31JMCEL8GXED5,B00DDZJKVO
8493888,5.0,2017-05-15,A3U1YM0I848PRD,B0182THKT4
238585,5.0,2016-05-31,A1VNUU48CSSRSY,B0009JFXNG
2129776,5.0,2015-08-25,A1L5G45R8915BP,B001ID4ZY0
7042042,5.0,2015-05-11,ACL0T7X1THPAV,B00QQ0VQCY
5290166,4.0,2016-09-04,A1U6SV2YJQZ8QN,B00DSRTOFO
5940815,5.0,2015-03-15,AWT1H6EFMM7UM,B00I5SUBT4
1926166,5.0,2017-09-08,A3CDSUYJZ682D6,B001C1UGVO
5895986,5.0,2015-09-02,A3VIKM3E229197,B00HUUBKZM
398503,5.0,2018-02-20,A30ZUZ5HTWRXJ5,B000C17HKS
1039356,4.0,2016-01-19,A13QOK3SKIT9QL,B000UVVX28
2773990,5.0,2012-12-13,A3IP7P59KKM4Y9,B0030OLMWI
1944219,4.0,2016-05-10,A21X6W7MQVRXD1,B001CFSNBK
4328009,2.0,2014-01-20,AUSTDHPEPH5J4,B00839QEXC
4904358,5.0,2016-08-03,ALDYVPJB1J69N,B00BD599LM
5692949,5.0,2017-03-01,APZOXDBMQ56XQ,B00GIHY5FK
8146161,5.0,2016-06-20,A1KJL994EH973U,B014R1PAG6
3096035,5.0,2015-03-23,A3LKEPMO0PAOI3,B0042WGD5I
202969,5.0,2014-12-28,A3BTLFYFX63MRE,B0007SOLLE
9030113,3.0,2016-05-25,A2Q237VXTV0P5G,B01DNIN13S
6479875,5.0,2017-05-12,A1VK6EKINVYAT7,B00LRT55SA
4075974,5.0,2013-08-12,A3KC9ONPJOTUWS,B006Y1FK18
424703,5.0,2015-08-25,A2TI1ULSFYJB77,B000E3G6D8
4447967,3.0,2015-10-29,APS2L706GM4PH,B008YPDGBI
3595785,5.0,2014-10-30,A30XYS6AQ17DNK,B0057QH3HU
11590750,5.0,2017-11-19,A3EVEUG0GFT1LP,B00KF2LUSY
955698,5.0,2009-09-20,A1VQHH85U7PX0,B000R3657C
2110035,5.0,2015-06-03,A17FN4UKYRGPKU,B001H53Q6M
444617,3.0,2016-04-25,A3ASA5PPMFURMX,B000EHWWIW
2307618,5.0,2011-02-15,A217UXXG9OTM1Z,B001Q3KLRM
2335780,5.0,2016-01-12,A3ADMVFP6Z4Y1E,B001R5RFAA
5303493,5.0,2016-04-15,A5VKF0TMLOHB7,B00DW0E272
7637452,5.0,2016-02-22,A36FDNB4R13A82,B00XLGKTSS
3061391,5.0,2015-10-12,A16NPG47QD7XG9,B003Z09LNO
138402,5.0,2014-10-15,AYW9IQ3AE8ANV,B0002YRJ62
3180426,5.0,2016-06-02,ACPV4HRFEUPWP,B0049PHI3O
3968447,2.0,2015-09-16,ADFCIG86TO617,B006FTIXEK
4399851,5.0,2014-11-21,A1R4E9E46VKH0X,B008GQ0KC8
1266846,5.0,2016-07-04,AOOQDJPNAEGKE,B00142FFDA
7547503,5.0,2015-12-10,A11OBEH2ZCVAHX,B00WJL5QDY
2929559,5.0,2014-08-20,A2G5S2YJWR3EQ3,B003J1TSI2
3520966,5.0,2013-04-07,A2VI8N5XXUBTK3,B0050KEYLG
6028497,5.0,2016-07-11,A1JWAI347WK2G5,B00IR77FAG
2157812,5.0,2015-05-04,A18E679WQ7N8ZV,B000ZKSWGY
9819112,4.0,2017-06-20,A2YJ2HNPYXRH91,B001LRCGWG
3307872,3.0,2015-08-28,A3VSGT9IFNEODL,B004KMOY9C
5366323,2.0,2015-11-05,A13WU9K1TMOZ8R,B00EB6OGP4
882706,5.0,2014-08-27,A3EALP3RNO6URO,B000OYHCHG
2071953,5.0,2015-05-17,A1B59P7RVWOWDE,B001G6AON0
3631225,5.0,2014-12-21,A2OMLENR2UBQ0D,B005AXTAR6
7019963,5.0,2016-08-13,A2BESRXAJBE4US,B00QGKYKJA
5994173,5.0,2014-10-22,A29X05JZM1TG67,B00IIZINA8
277244,5.0,2015-05-01,A34ZEKVLYY0QZM,B0009R96YK
8878372,5.0,2016-08-18,A2SWGQVH78I33R,B01C5GKJA2
560296,5.0,2012-11-19,A2C1Y5F8DE9H6P,B000G78P5E
688867,5.0,2016-08-22,AJV7PF2N1TRF9,B000JIME2A
6838833,5.0,2016-03-29,A1M0O5X9P6GHRO,B00OLGYSZM
1078742,4.0,2016-01-04,A1NAZ4B93SAM9J,B000W72HTS
714973,4.0,2015-09-03,A17L8BTIPUHSDR,B000KBH9RQ
8628644,5.0,2018-03-26,A2MERYBWEV2PLQ,B019JR5ATU
10171114,4.0,2018-04-17,A29T7K1JVYX285,B004GEC6JO
8740336,2.0,2016-10-19,A1CCZ4Q33P7C22,B01ALCFYSY
7148671,5.0,2017-01-10,A2AXJFHHKTZ4DL,B00S2WVWTQ
2582431,5.0,2014-06-24,A2BHYVNOZZM9AA,B002D1SHRW
7520171,4.0,2016-06-21,A36LXYBEF7ZWP,B00W94SPSO
610391,5.0,2016-07-16,A9SNYKHZ13HPJ,B000H87PUI
4427920,5.0,2015-06-20,A2M2TVIQTWKPU,B008RYF3OY
12630328,3.0,2017-06-20,A3L2XR7I917OXH,B019S22YHW
4732139,2.0,2015-07-16,A34144P6MNIQ2O,B00AN0TYNQ
8202846,5.0,2017-06-30,A1E6M5HOPTNEVO,B0159W9I92
6954340,4.0,2017-06-14,A5WY7TSLNCRSU,B00PRRHI92
2000020,5.0,2014-08-02,A1WLTJKQKD5MT5,B001DZO5TS
6792172,3.0,2016-10-22,A1CCZ4Q33P7C22,B00O48RWE6
9486755,5.0,2018-03-27,A2KVZIXMRQGRO6,B000EUMKFY
67164,5.0,2015-06-10,A3LKW6MX137MFB,B0000V2OLC
5879637,4.0,2015-02-08,A3SLKU5ATJE3X0,B00HS2ENEW
704073,5.0,2015-04-14,A2V7JNX7J8RKHW,B000K2K800
9816915,5.0,2018-03-31,A2GUSOYQ25XK8V,B001LF3I02
4194577,4.0,2015-06-15,A2MP310284F5ZU,B007D3P994
1121986,5.0,2015-01-16,A1P8KQ6VMZ0IEP,B000STIQQ8
11527762,4.0,2015-03-05,A77SH4285YSLC,B00JK7USOM
135270,5.0,2016-06-02,AXNMAV6G7YEG6,B0002YRNJK
4679267,5.0,2015-04-10,AD2J9T115NCKI,B00ABP8YCA
5664432,4.0,2014-01-13,AMFXXAOVV4CPJ,B00GAC55OI
2650291,4.0,2012-05-08,A3PBY5FB5IQKFD,B002LSQCBU
5248551,5.0,2015-10-05,AUC601A8KDU8X,B00DIH03KO
1378435,5.0,2010-04-28,ADVLRJS633OTD,B0016PWG7S
4358365,5.0,2017-02-15,A9G8Y21OWPY4A,B00865N1WU
12063171,4.0,2017-01-05,A30U4C6FV2JZB0,B00TY4B94Y
5389327,1.0,2015-10-23,AN4KSRX00CKND,B00EIWU2FE
3108016,5.0,2015-10-23,A2W32Z6AKP56JG,B00439MD72
8965795,4.0,2016-09-24,A2Y9VSVX857K08,B01D3E3V28
5886715,4.0,2014-03-15,A3NHUQ33CFH3VM,B00HTBPQ2A
10303866,2.0,2015-02-23,A2GZVMW4Q8UTR6,B0055B1CXI
8071258,5.0,2016-06-02,A2O489VAPVIH35,B013ZMXNYY
295780,3.0,2016-01-30,A2Z20UBY3HDSB3,B000A0IK3Y
3804275,4.0,2018-01-31,ANHFA0DDFN6TV,B005OSMDT4
5269012,5.0,2014-11-14,A33T5A1N8XQQ7S,B00DOF21OG
7154022,1.0,2015-08-17,AN6BMR9HI2VNX,B00S5X0MIY
7801663,5.0,2016-08-17,A1RLSRT2HECCXG,B00ZPCWM3G
602076,4.0,2016-02-29,A2WDY3XDWDFNYG,B000H6GZI8
2696813,5.0,2012-12-27,A1FTJK3B3N57SG,B002QX3UJ2
1916370,5.0,2015-06-12,A3NX6TQ4VG4PBT,B001BS3XOA
4991047,3.0,2015-03-13,A26C0U6P5X535B,B00BTBPCWK
2125204,3.0,2016-01-03,AD05LV5A1SLER,B001I5H284
1188135,4.0,2014-06-06,ANEDWSJCTZXYD,B0011ZHLDM
2037866,5.0,2014-12-22,A2JKX2F1M12YBW,B001EYIPLC
9199871,4.0,2017-05-26,A1SHQPOLVB8EEA,B01FG3PIA2
8911339,5.0,2018-01-20,A36AQ69ZYQAKCU,B01CJG4JWW
8457017,4.0,2016-09-10,AGZZCGFHPLHRK,B017PJKTB8
4187957,5.0,2014-04-09,A2856KW0PLUSRP,B007C7JWG2
3219095,5.0,2013-08-05,A2QGOE9VHBNPKS,B004CXAIIA
7669751,5.0,2015-06-26,AY3EENC2BGTGK,B00XUZOPW6
5044390,4.0,2014-10-28,A2PPQVTHEUMW2E,B00C83ER88
9100903,5.0,2016-06-19,A3DCUG3RS6NJ2F,B01EGXI1M0
8675460,5.0,2016-10-24,A1M4EOOZYLSUIV,B01A1L8JG4
4063940,1.0,2016-09-10,ACWCUBFA9POQS,B006UMFUES
2769686,5.0,2012-01-27,A30JPZ9TZ7I61U,B0030CY4Z2
653104,3.0,2014-02-20,AUV3OR951650C,B000ICRPZI
2071306,2.0,2017-06-20,A2R8FAL1SR1KZK,B001G63BGC
653980,5.0,2015-08-26,AYWHKW71TCVXM,B000IE3ZKA
